video_uid,source,target1,target2,method,category,type,race,gender,clip_name,dataset_dir,raw_video_relpath,raw_video_path,metadata_row_count,is_video_fake,is_audio_fake,true_label,label_name
id01096__00037_id01048_kefla4viwt8_id01182_wavtolip__67d888ba32,id01096,id01048,id01182,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00037_id01048_keflA4viWt8_id01182_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01096,FakeVideo-FakeAudio/Caucasian (American)/men/id01096/00037_id01048_keflA4viWt8_id01182_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01096/00037_id01048_keflA4viWt8_id01182_wavtolip.mp4,1,1,1,1,FAKE
id01096__00037_id01239_gjvquko7kba_id01182_wavtolip__922e1f6503,id01096,id01239,id01182,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00037_id01239_gJvquKo7kbA_id01182_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01096,FakeVideo-FakeAudio/Caucasian (American)/men/id01096/00037_id01239_gJvquKo7kbA_id01182_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01096/00037_id01239_gJvquKo7kbA_id01182_wavtolip.mp4,1,1,1,1,FAKE
id01096__00037_id04221_5xfscrxgvj4_id00018_wavtolip__9bfcb2f2d8,id01096,id04221,id00018,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00037_id04221_5XfsCrxGvj4_id00018_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01096,FakeVideo-FakeAudio/Caucasian (American)/men/id01096/00037_id04221_5XfsCrxGvj4_id00018_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01096/00037_id04221_5XfsCrxGvj4_id00018_wavtolip.mp4,1,1,1,1,FAKE
id01105__00083_id00021_6unnej_jz_c_id01201_wavtolip__a4215109a7,id01105,id00021,id01201,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00083_id00021_6uNNej-JZ-c_id01201_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01105,FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id00021_6uNNej-JZ-c_id01201_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id00021_6uNNej-JZ-c_id01201_wavtolip.mp4,1,1,1,1,FAKE
id01105__00083_id00029_tgpcgl036qk_id00945_wavtolip__9f9d918a11,id01105,id00029,id00945,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00083_id00029_TGpCGl036qk_id00945_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01105,FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id00029_TGpCGl036qk_id00945_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id00029_TGpCGl036qk_id00945_wavtolip.mp4,1,1,1,1,FAKE
id01105__00083_id00052_nk_lex996yk_id00087_wavtolip__a1890f56ec,id01105,id00052,leX996Yk,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00083_id00052_NK_leX996Yk_id00087_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01105,FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id00052_NK_leX996Yk_id00087_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id00052_NK_leX996Yk_id00087_wavtolip.mp4,1,1,1,1,FAKE
id01105__00083_id00169_v1xawwg29u_id01192_wavtolip__adcee73541,id01105,id00169,V1xAwwG29U,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00083_id00169__V1xAwwG29U_id01192_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01105,FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id00169__V1xAwwG29U_id01192_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id00169__V1xAwwG29U_id01192_wavtolip.mp4,1,1,1,1,FAKE
id01105__00083_id00777_pjmefokcioo_id00088_wavtolip__ecc265f096,id01105,id00777,id00088,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00083_id00777_PJMefOkcIoo_id00088_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01105,FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id00777_PJMefOkcIoo_id00088_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id00777_PJMefOkcIoo_id00088_wavtolip.mp4,1,1,1,1,FAKE
id01105__00083_id00945_v_rsef8o5pc_id00060_wavtolip__3c3a1880c9,id01105,id00945,id00060,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00083_id00945_V-rSeF8o5pc_id00060_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01105,FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id00945_V-rSeF8o5pc_id00060_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id00945_V-rSeF8o5pc_id00060_wavtolip.mp4,1,1,1,1,FAKE
id01105__00083_id01192_kaht8hg7_1s_id03668_wavtolip__2d0bfde742,id01105,id01192,id03668,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00083_id01192_kAht8HG7-1s_id03668_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01105,FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id01192_kAht8HG7-1s_id03668_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id01192_kAht8HG7-1s_id03668_wavtolip.mp4,1,1,1,1,FAKE
id01105__00083_id04216_udwxishkbim_id03668_wavtolip__817ed5c1eb,id01105,id04216,id03668,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00083_id04216_uDwxIsHkBIM_id03668_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01105,FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id04216_uDwxIsHkBIM_id03668_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01105/00083_id04216_uDwxIsHkBIM_id03668_wavtolip.mp4,1,1,1,1,FAKE
id01124__00063_id00018_sap_fjurhlc_id00971_wavtolip__7a9052813d,id01124,id00018,id00971,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00063_id00018_sap-FjURHlc_id00971_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01124,FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id00018_sap-FjURHlc_id00971_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id00018_sap-FjURHlc_id00971_wavtolip.mp4,1,1,1,1,FAKE
id01124__00063_id00179_ux9oyyipqi8_id01042_wavtolip__6ce38ffd42,id01124,id00179,id01042,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00063_id00179_Ux9OYyipQi8_id01042_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01124,FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id00179_Ux9OYyipQi8_id01042_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id00179_Ux9OYyipQi8_id01042_wavtolip.mp4,1,1,1,1,FAKE
id01124__00063_id00345_tisgvoyfvz8_id04219_wavtolip__a0cb695755,id01124,id00345,id04219,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00063_id00345_TIsGVOYfvZ8_id04219_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01124,FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id00345_TIsGVOYfvZ8_id04219_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id00345_TIsGVOYfvZ8_id04219_wavtolip.mp4,1,1,1,1,FAKE
id01124__00063_id00696_7pruracjhqu_id01172_wavtolip__bfd8eac39b,id01124,id00696,id01172,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00063_id00696_7PrURACjhqU_id01172_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01124,FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id00696_7PrURACjhqU_id01172_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id00696_7PrURACjhqU_id01172_wavtolip.mp4,1,1,1,1,FAKE
id01124__00063_id00971_edwrvvn_rc4_id04073_wavtolip__07224817f6,id01124,id00971,id04073,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00063_id00971_edWrVVn-rC4_id04073_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01124,FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id00971_edWrVVn-rC4_id04073_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id00971_edWrVVn-rC4_id04073_wavtolip.mp4,1,1,1,1,FAKE
id01124__00063_id01163_qsmeueh3ljm_id00020_wavtolip__81f88a7f30,id01124,id01163,id00020,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00063_id01163_QSMeUEH3lJM_id00020_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01124,FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id01163_QSMeUEH3lJM_id00020_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id01163_QSMeUEH3lJM_id00020_wavtolip.mp4,1,1,1,1,FAKE
id01124__00063_id01182_zca_phr_u40_id00179_wavtolip__32a383bdd3,id01124,id01182,U40,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00063_id01182_zca-PHR_U40_id00179_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01124,FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id01182_zca-PHR_U40_id00179_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id01182_zca-PHR_U40_id00179_wavtolip.mp4,1,1,1,1,FAKE
id01124__00063_id01210_smdoo7nqsgy_id00184_wavtolip__cc40904336,id01124,id01210,id00184,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00063_id01210_sMdOO7NqsGY_id00184_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01124,FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id01210_sMdOO7NqsGY_id00184_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id01210_sMdOO7NqsGY_id00184_wavtolip.mp4,1,1,1,1,FAKE
id01124__00063_id03678_dsfcxodi9i8_id00775_wavtolip__ddcaa7f76e,id01124,id03678,id00775,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00063_id03678_dsfCxodI9i8_id00775_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01124,FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id03678_dsfCxodI9i8_id00775_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id03678_dsfCxodI9i8_id00775_wavtolip.mp4,1,1,1,1,FAKE
id01124__00063_id04219_9llhvp_jydg_id03525_wavtolip__ee49370cdd,id01124,id04219,id03525,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00063_id04219_9llHvP-jYDg_id03525_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01124,FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id04219_9llHvP-jYDg_id03525_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01124/00063_id04219_9llHvP-jYDg_id03525_wavtolip.mp4,1,1,1,1,FAKE
id01163__00195_id00018_sap_fjurhlc_id00179_wavtolip__dd2759d387,id01163,id00018,id00179,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00195_id00018_sap-FjURHlc_id00179_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01163,FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id00018_sap-FjURHlc_id00179_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id00018_sap-FjURHlc_id00179_wavtolip.mp4,1,1,1,1,FAKE
id01163__00195_id00060_gz4rkcq0sxe_id01211_wavtolip__3c8f9f1b65,id01163,id00060,id01211,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00195_id00060_gZ4RkcQ0SXE_id01211_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01163,FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id00060_gZ4RkcQ0SXE_id01211_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id00060_gZ4RkcQ0SXE_id01211_wavtolip.mp4,1,1,1,1,FAKE
id01163__00195_id00062_bctnrivzhts_id00943_wavtolip__880f2d1b55,id01163,id00062,id00943,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00195_id00062_bctnrIvZHTs_id00943_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01163,FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id00062_bctnrIvZHTs_id00943_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id00062_bctnrIvZHTs_id00943_wavtolip.mp4,1,1,1,1,FAKE
id01163__00195_id00088_6widwxr8vuu_id01211_wavtolip__c07175fb97,id01163,id00088,id01211,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00195_id00088_6WIDWxr8vuU_id01211_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01163,FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id00088_6WIDWxr8vuU_id01211_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id00088_6WIDWxr8vuU_id01211_wavtolip.mp4,1,1,1,1,FAKE
id01163__00195_id00179_ux9oyyipqi8_id01042_wavtolip__901d65ba4d,id01163,id00179,id01042,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00195_id00179_Ux9OYyipQi8_id01042_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01163,FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id00179_Ux9OYyipQi8_id01042_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id00179_Ux9OYyipQi8_id01042_wavtolip.mp4,1,1,1,1,FAKE
id01163__00195_id00529_xtx2geqn_dq_id00169_wavtolip__f9769d6b0c,id01163,id00529,id00169,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00195_id00529_xtx2GeQN-DQ_id00169_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01163,FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id00529_xtx2GeQN-DQ_id00169_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id00529_xtx2GeQN-DQ_id00169_wavtolip.mp4,1,1,1,1,FAKE
id01163__00195_id01124_lnf2ogsm00s_id00243_wavtolip__1aca8871a3,id01163,id01124,id00243,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00195_id01124_Lnf2oGSM00s_id00243_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01163,FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id01124_Lnf2oGSM00s_id00243_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id01124_Lnf2oGSM00s_id00243_wavtolip.mp4,1,1,1,1,FAKE
id01163__00195_id01192_kaht8hg7_1s_id04073_wavtolip__97c83e30c7,id01163,id01192,id04073,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00195_id01192_kAht8HG7-1s_id04073_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01163,FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id01192_kAht8HG7-1s_id04073_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id01192_kAht8HG7-1s_id04073_wavtolip.mp4,1,1,1,1,FAKE
id01163__00195_id04216_udwxishkbim_id00529_wavtolip__1ef95bea55,id01163,id04216,id00529,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00195_id04216_uDwxIsHkBIM_id00529_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01163,FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id04216_uDwxIsHkBIM_id00529_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id04216_uDwxIsHkBIM_id00529_wavtolip.mp4,1,1,1,1,FAKE
id01168__00028_id00049_s_ehtuf_mqy_id00088_wavtolip__15d251c5cc,id01168,id00049,EHTUF-mQY,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00028_id00049_S_EHTUF-mQY_id00088_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01168,FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id00049_S_EHTUF-mQY_id00088_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id00049_S_EHTUF-mQY_id00088_wavtolip.mp4,1,1,1,1,FAKE
id01168__00028_id00529_xtx2geqn_dq_id00529_wavtolip__63edf8b375,id01168,id00529,id00529,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00028_id00529_xtx2GeQN-DQ_id00529_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01168,FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id00529_xtx2GeQN-DQ_id00529_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id00529_xtx2GeQN-DQ_id00529_wavtolip.mp4,1,1,1,1,FAKE
id01168__00028_id00775_yecuxhguhxc_id00184_wavtolip__4022c9d0d0,id01168,id00775,id00184,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00028_id00775_yeCUxHgUHxc_id00184_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01168,FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id00775_yeCUxHgUHxc_id00184_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id00775_yeCUxHgUHxc_id00184_wavtolip.mp4,1,1,1,1,FAKE
id01168__00028_id00943_lxsv2rnbga8_id04219_wavtolip__e19590883e,id01168,id00943,id04219,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00028_id00943_LxSv2rnBGA8_id04219_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01168,FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id00943_LxSv2rnBGA8_id04219_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id00943_LxSv2rnBGA8_id04219_wavtolip.mp4,1,1,1,1,FAKE
id01168__00028_id00971_edwrvvn_rc4_id01048_wavtolip__be8ced6786,id01168,id00971,id01048,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00028_id00971_edWrVVn-rC4_id01048_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01168,FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id00971_edWrVVn-rC4_id01048_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id00971_edWrVVn-rC4_id01048_wavtolip.mp4,1,1,1,1,FAKE
id01168__00028_id01172_8f8sdrqatpw_id04219_wavtolip__7be545e87b,id01168,id01172,id04219,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00028_id01172_8f8sdrQatpw_id04219_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01168,FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id01172_8f8sdrQatpw_id04219_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id01172_8f8sdrQatpw_id04219_wavtolip.mp4,1,1,1,1,FAKE
id01168__00028_id01175_q_36xlwl6_o_id00049_wavtolip__a23d5248bd,id01168,id01175,36xlWL6,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00028_id01175_Q_36xlWL6_o_id00049_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01168,FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id01175_Q_36xlWL6_o_id00049_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id01175_Q_36xlWL6_o_id00049_wavtolip.mp4,1,1,1,1,FAKE
id01168__00028_id01182_zca_phr_u40_id04219_wavtolip__0cb81d968a,id01168,id01182,U40,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00028_id01182_zca-PHR_U40_id04219_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01168,FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id01182_zca-PHR_U40_id04219_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id01182_zca-PHR_U40_id04219_wavtolip.mp4,1,1,1,1,FAKE
id01168__00028_id01201_q8xwfmniwya_id01048_wavtolip__89b231979c,id01168,id01201,id01048,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00028_id01201_Q8XWfmNiWYA_id01048_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01168,FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id01201_Q8XWfmNiWYA_id01048_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id01201_Q8XWfmNiWYA_id01048_wavtolip.mp4,1,1,1,1,FAKE
id01168__00028_id03757_l_m_xbdflqm_id00775_wavtolip__bb846616d9,id01168,id03757,id00775,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00028_id03757_L-M-XbdFLQM_id00775_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01168,FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id03757_L-M-XbdFLQM_id00775_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01168/00028_id03757_L-M-XbdFLQM_id00775_wavtolip.mp4,1,1,1,1,FAKE
