video_uid,source,target1,target2,method,category,type,race,gender,clip_name,dataset_dir,raw_video_relpath,raw_video_path,metadata_row_count,is_video_fake,is_audio_fake,true_label,label_name,split
id00773__00038_id04601_wavtolip__30b36a44db,id00773,id04601,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00038_id04601_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id00773,FakeVideo-FakeAudio/Asian (South)/men/id00773/00038_id04601_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id00773/00038_id04601_wavtolip.mp4,1,1,1,1,FAKE,val
id07058__00010__b3df8688a6,id07058,-,-,real,A,RealVideo-RealAudio,Asian (South),men,00010.mp4,RealVideo-RealAudio/Asian (South)/men/id07058,RealVideo-RealAudio/Asian (South)/men/id07058/00010.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id07058/00010.mp4,1,0,0,0,REAL,val
id00379__00043__e279b9f98e,id00379,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00043.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00379,RealVideo-RealAudio/Caucasian (European)/women/id00379/00043.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00379/00043.mp4,1,0,0,0,REAL,train
id04245__00072__c35a93669e,id04245,-,-,real,A,RealVideo-RealAudio,African,women,00072.mp4,RealVideo-RealAudio/African/women/id04245,RealVideo-RealAudio/African/women/id04245/00072.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04245/00072.mp4,1,0,0,0,REAL,train
id01532__00065__d27647d927,id01532,-,-,real,A,RealVideo-RealAudio,African,women,00065.mp4,RealVideo-RealAudio/African/women/id01532,RealVideo-RealAudio/African/women/id01532/00065.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01532/00065.mp4,1,0,0,0,REAL,train
id01126__00040_id01156_wavtolip__ddb349e27a,id01126,id01156,-,wav2lip,D,FakeVideo-FakeAudio,Caucasian (European),men,00040_id01156_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (European)/men/id01126,FakeVideo-FakeAudio/Caucasian (European)/men/id01126/00040_id01156_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (European)/men/id01126/00040_id01156_wavtolip.mp4,1,1,1,1,FAKE,train
id05631__00073__e7f57e1dce,id05631,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00073.mp4,RealVideo-RealAudio/Asian (East)/women/id05631,RealVideo-RealAudio/Asian (East)/women/id05631/00073.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id05631/00073.mp4,1,0,0,0,REAL,train
id07039__00105__7b7ca74070,id07039,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00105.mp4,RealVideo-RealAudio/Asian (East)/women/id07039,RealVideo-RealAudio/Asian (East)/women/id07039/00105.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id07039/00105.mp4,1,0,0,0,REAL,train
id00325__00015__e3932c3937,id00325,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00015.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00325,RealVideo-RealAudio/Caucasian (European)/women/id00325/00015.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00325/00015.mp4,1,0,0,0,REAL,train
id00232__00025__8c9fcb063a,id00232,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00025.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00232,RealVideo-RealAudio/Caucasian (European)/women/id00232/00025.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00232/00025.mp4,1,0,0,0,REAL,val
id00488__00028__2e12a3d484,id00488,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00028.mp4,RealVideo-RealAudio/Asian (South)/women/id00488,RealVideo-RealAudio/Asian (South)/women/id00488/00028.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id00488/00028.mp4,1,0,0,0,REAL,train
id06066__00028__b8e05d0de7,id06066,-,-,real,A,RealVideo-RealAudio,Asian (East),women,00028.mp4,RealVideo-RealAudio/Asian (East)/women/id06066,RealVideo-RealAudio/Asian (East)/women/id06066/00028.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/women/id06066/00028.mp4,1,0,0,0,REAL,train
id00830__00143__670c90e432,id00830,-,-,real,A,RealVideo-RealAudio,African,men,00143.mp4,RealVideo-RealAudio/African/men/id00830,RealVideo-RealAudio/African/men/id00830/00143.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id00830/00143.mp4,1,0,0,0,REAL,val
id01075__00160__79c27cda9e,id01075,-,-,real,A,RealVideo-RealAudio,Caucasian (American),women,00160.mp4,RealVideo-RealAudio/Caucasian (American)/women/id01075,RealVideo-RealAudio/Caucasian (American)/women/id01075/00160.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id01075/00160.mp4,1,0,0,0,REAL,train
id00395__00420__61cff573e1,id00395,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00420.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00395,RealVideo-RealAudio/Caucasian (European)/women/id00395/00420.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00395/00420.mp4,1,0,0,0,REAL,train
id06158__00015_fake__55f1a63d6a,id06158,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),women,00015_fake.mp4,RealVideo-FakeAudio/Asian (East)/women/id06158,RealVideo-FakeAudio/Asian (East)/women/id06158/00015_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/women/id06158/00015_fake.mp4,1,0,1,1,FAKE,train
id00829__00271_id01178_wavtolip__b5c4d48e52,id00829,id01178,-,faceswap-wav2lip,D,FakeVideo-FakeAudio,African,women,00271_id01178_wavtolip.mp4,FakeVideo-FakeAudio/African/women/id00829,FakeVideo-FakeAudio/African/women/id00829/00271_id01178_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/African/women/id00829/00271_id01178_wavtolip.mp4,1,1,1,1,FAKE,train
id04691__1__d06825b700,id04691,-,-,real,A,RealVideo-RealAudio,Asian (East),men,1.mp4,RealVideo-RealAudio/Asian (East)/men/id04691,RealVideo-RealAudio/Asian (East)/men/id04691/1.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id04691/1.mp4,1,0,0,0,REAL,train
id00180__00206_id01248_2y_hnto8wrq_id00272_wavtolip__88ceb1ace0,id00180,id01248,id00272,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),women,00206_id01248_2y-HnTO8WrQ_id00272_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/women/id00180,FakeVideo-FakeAudio/Caucasian (American)/women/id00180/00206_id01248_2y-HnTO8WrQ_id00272_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/women/id00180/00206_id01248_2y-HnTO8WrQ_id00272_wavtolip.mp4,1,1,1,1,FAKE,train
id02005__00052_fake__754e93a2e5,id02005,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,men,00052_fake.mp4,RealVideo-FakeAudio/African/men/id02005,RealVideo-FakeAudio/African/men/id02005/00052_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/men/id02005/00052_fake.mp4,1,0,1,1,FAKE,val
id02464__00002_id00616_wavtolip__9060c94acc,id02464,id00616,-,wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),women,00002_id00616_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/women/id02464,FakeVideo-FakeAudio/Caucasian (American)/women/id02464/00002_id00616_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/women/id02464/00002_id00616_wavtolip.mp4,1,1,1,1,FAKE,train
id06445__00150_id07136_4e43es5p3_m_id07686_wavtolip__8e2e9c95f7,id06445,id07136,id07686,fsgan-wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00150_id07136_4e43eS5p3_M_id07686_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/women/id06445,FakeVideo-FakeAudio/Asian (South)/women/id06445/00150_id07136_4e43eS5p3_M_id07686_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/women/id06445/00150_id07136_4e43eS5p3_M_id07686_wavtolip.mp4,1,1,1,1,FAKE,train
id03678__00078_id01124_lnf2ogsm00s_id00777_wavtolip__78e4f971f6,id03678,id01124,id00777,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00078_id01124_Lnf2oGSM00s_id00777_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id03678,FakeVideo-FakeAudio/Caucasian (American)/men/id03678/00078_id01124_Lnf2oGSM00s_id00777_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id03678/00078_id01124_Lnf2oGSM00s_id00777_wavtolip.mp4,1,1,1,1,FAKE,train
id01163__00195_id00018_sap_fjurhlc_faceswap_id04219_wavtolip__4923f0b360,id01163,id00018,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00195_id00018_sap-FjURHlc_faceswap_id04219_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01163,FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id00018_sap-FjURHlc_faceswap_id04219_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01163/00195_id00018_sap-FjURHlc_faceswap_id04219_wavtolip.mp4,1,1,1,1,FAKE,train
id00835__00195__b6a5770d95,id00835,-,-,real,A,RealVideo-RealAudio,Caucasian (American),women,00195.mp4,RealVideo-RealAudio/Caucasian (American)/women/id00835,RealVideo-RealAudio/Caucasian (American)/women/id00835/00195.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00835/00195.mp4,1,0,0,0,REAL,train
id00098__00004_id00616_xt51ppmksjw_faceswap_id00097_wavtolip__b3704d6e67,id00098,id00616,faceswap,faceswap-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),women,00004_id00616_xT51pPmksJw_faceswap_id00097_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/women/id00098,FakeVideo-FakeAudio/Caucasian (American)/women/id00098/00004_id00616_xT51pPmksJw_faceswap_id00097_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/women/id00098/00004_id00616_xT51pPmksJw_faceswap_id00097_wavtolip.mp4,1,1,1,1,FAKE,train
id04111__00015_id01215_wavtolip__970274e98e,id04111,id01215,-,wav2lip,C,FakeVideo-RealAudio,Asian (East),men,00015_id01215_wavtolip.mp4,FakeVideo-RealAudio/Asian (East)/men/id04111,FakeVideo-RealAudio/Asian (East)/men/id04111/00015_id01215_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (East)/men/id04111/00015_id01215_wavtolip.mp4,1,1,0,1,FAKE,train
id09125__00098_id06225_wavtolip__3ce128c9fe,id09125,id06225,-,wav2lip,D,FakeVideo-FakeAudio,Asian (East),women,00098_id06225_wavtolip.mp4,FakeVideo-FakeAudio/Asian (East)/women/id09125,FakeVideo-FakeAudio/Asian (East)/women/id09125/00098_id06225_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (East)/women/id09125/00098_id06225_wavtolip.mp4,1,1,1,1,FAKE,train
id04547__00052_fake__5443952918,id04547,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00052_fake.mp4,RealVideo-FakeAudio/African/women/id04547,RealVideo-FakeAudio/African/women/id04547/00052_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04547/00052_fake.mp4,1,0,1,1,FAKE,train
id03649__00001__f7aef629a4,id03649,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00001.mp4,RealVideo-RealAudio/Caucasian (European)/women/id03649,RealVideo-RealAudio/Caucasian (European)/women/id03649/00001.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id03649/00001.mp4,1,0,0,0,REAL,train
id00385__00439__33fc2aeba2,id00385,-,-,real,A,RealVideo-RealAudio,Caucasian (American),women,00439.mp4,RealVideo-RealAudio/Caucasian (American)/women/id00385,RealVideo-RealAudio/Caucasian (American)/women/id00385/00439.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/women/id00385/00439.mp4,1,0,0,0,REAL,train
id09053__00005__af685b4c37,id09053,-,-,real,A,RealVideo-RealAudio,Asian (East),men,00005.mp4,RealVideo-RealAudio/Asian (East)/men/id09053,RealVideo-RealAudio/Asian (East)/men/id09053/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id09053/00005.mp4,1,0,0,0,REAL,train
id04221__00053_id00087_wavtolip__bc0acad2f7,id04221,id00087,-,wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00053_id00087_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id04221,FakeVideo-FakeAudio/Caucasian (American)/men/id04221/00053_id00087_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id04221/00053_id00087_wavtolip.mp4,1,1,1,1,FAKE,train
id05743__00015_fake__9e3f84e70c,id05743,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (East),men,00015_fake.mp4,RealVideo-FakeAudio/Asian (East)/men/id05743,RealVideo-FakeAudio/Asian (East)/men/id05743/00015_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (East)/men/id05743/00015_fake.mp4,1,0,1,1,FAKE,train
id01048__00160_id00529_wavtolip__136a2fc710,id01048,id00529,-,wav2lip,C,FakeVideo-RealAudio,Caucasian (American),men,00160_id00529_wavtolip.mp4,FakeVideo-RealAudio/Caucasian (American)/men/id01048,FakeVideo-RealAudio/Caucasian (American)/men/id01048/00160_id00529_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Caucasian (American)/men/id01048/00160_id00529_wavtolip.mp4,1,1,0,1,FAKE,train
id00569__00239__7efd8a8e56,id00569,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00239.mp4,RealVideo-RealAudio/Caucasian (European)/women/id00569,RealVideo-RealAudio/Caucasian (European)/women/id00569/00239.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id00569/00239.mp4,1,0,0,0,REAL,train
id00773__00038__c43970a089,id00773,-,-,real,A,RealVideo-RealAudio,Asian (South),men,00038.mp4,RealVideo-RealAudio/Asian (South)/men/id00773,RealVideo-RealAudio/Asian (South)/men/id00773/00038.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id00773/00038.mp4,1,0,0,0,REAL,train
id02838__00080__6921a14500,id02838,-,-,real,A,RealVideo-RealAudio,African,women,00080.mp4,RealVideo-RealAudio/African/women/id02838,RealVideo-RealAudio/African/women/id02838/00080.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02838/00080.mp4,1,0,0,0,REAL,train
id00243__00037__a3064496a3,id00243,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00037.mp4,RealVideo-RealAudio/Caucasian (American)/men/id00243,RealVideo-RealAudio/Caucasian (American)/men/id00243/00037.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00243/00037.mp4,1,0,0,0,REAL,train
id02268__00036_id01856_6q2f3b1qnrm_id01207_wavtolip__99ebc7e427,id02268,id01856,id01207,fsgan-wav2lip,D,FakeVideo-FakeAudio,African,men,00036_id01856_6Q2f3b1QNRM_id01207_wavtolip.mp4,FakeVideo-FakeAudio/African/men/id02268,FakeVideo-FakeAudio/African/men/id02268/00036_id01856_6Q2f3b1QNRM_id01207_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/African/men/id02268/00036_id01856_6Q2f3b1QNRM_id01207_wavtolip.mp4,1,1,1,1,FAKE,train
id00241__00015_fake__cb568d624d,id00241,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (European),men,00015_fake.mp4,RealVideo-FakeAudio/Caucasian (European)/men/id00241,RealVideo-FakeAudio/Caucasian (European)/men/id00241/00015_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (European)/men/id00241/00015_fake.mp4,1,0,1,1,FAKE,train
id03371__00430__6b4983d5a4,id03371,-,-,real,A,RealVideo-RealAudio,Caucasian (European),women,00430.mp4,RealVideo-RealAudio/Caucasian (European)/women/id03371,RealVideo-RealAudio/Caucasian (European)/women/id03371/00430.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/women/id03371/00430.mp4,1,0,0,0,REAL,train
id00049__00118__7c7493ddda,id00049,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00118.mp4,RealVideo-RealAudio/Caucasian (American)/men/id00049,RealVideo-RealAudio/Caucasian (American)/men/id00049/00118.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00049/00118.mp4,1,0,0,0,REAL,train
id00264__00257__033f729b8d,id00264,-,-,real,A,RealVideo-RealAudio,Caucasian (American),men,00257.mp4,RealVideo-RealAudio/Caucasian (American)/men/id00264,RealVideo-RealAudio/Caucasian (American)/men/id00264/00257.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (American)/men/id00264/00257.mp4,1,0,0,0,REAL,train
id03344__00114__6ee8cf8157,id03344,-,-,real,A,RealVideo-RealAudio,Asian (South),men,00114.mp4,RealVideo-RealAudio/Asian (South)/men/id03344,RealVideo-RealAudio/Asian (South)/men/id03344/00114.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id03344/00114.mp4,1,0,0,0,REAL,val
id06354__00021_id00033_wavtolip__112fb85619,id06354,id00033,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),men,00021_id00033_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/men/id06354,FakeVideo-FakeAudio/Asian (South)/men/id06354/00021_id00033_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/men/id06354/00021_id00033_wavtolip.mp4,1,1,1,1,FAKE,train
id00739__00005__b6b3fdb49e,id00739,-,-,real,A,RealVideo-RealAudio,Asian (South),women,00005.mp4,RealVideo-RealAudio/Asian (South)/women/id00739,RealVideo-RealAudio/Asian (South)/women/id00739/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/women/id00739/00005.mp4,1,0,0,0,REAL,train
id00732__00118__40678bc839,id00732,-,-,real,A,RealVideo-RealAudio,Asian (South),men,00118.mp4,RealVideo-RealAudio/Asian (South)/men/id00732,RealVideo-RealAudio/Asian (South)/men/id00732/00118.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (South)/men/id00732/00118.mp4,1,0,0,0,REAL,train
id04820__00015__8eb1f5fbb4,id04820,-,-,real,A,RealVideo-RealAudio,African,women,00015.mp4,RealVideo-RealAudio/African/women/id04820,RealVideo-RealAudio/African/women/id04820/00015.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04820/00015.mp4,1,0,0,0,REAL,train
id04540__00078_fake__6205816c38,id04540,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,African,women,00078_fake.mp4,RealVideo-FakeAudio/African/women/id04540,RealVideo-FakeAudio/African/women/id04540/00078_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/African/women/id04540/00078_fake.mp4,1,0,1,1,FAKE,train
id04689__00005__047be4e7f6,id04689,-,-,real,A,RealVideo-RealAudio,African,women,00005.mp4,RealVideo-RealAudio/African/women/id04689,RealVideo-RealAudio/African/women/id04689/00005.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04689/00005.mp4,1,0,0,0,REAL,train
id00999__00028__b542ea0e6d,id00999,-,-,real,A,RealVideo-RealAudio,Caucasian (European),men,00028.mp4,RealVideo-RealAudio/Caucasian (European)/men/id00999,RealVideo-RealAudio/Caucasian (European)/men/id00999/00028.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Caucasian (European)/men/id00999/00028.mp4,1,0,0,0,REAL,train
id01172__00015_fake__17a087a974,id01172,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00015_fake.mp4,RealVideo-FakeAudio/Caucasian (American)/men/id01172,RealVideo-FakeAudio/Caucasian (American)/men/id01172/00015_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01172/00015_fake.mp4,1,0,1,1,FAKE,train
id01182__00167_fake__097d62501f,id01182,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Caucasian (American),men,00167_fake.mp4,RealVideo-FakeAudio/Caucasian (American)/men/id01182,RealVideo-FakeAudio/Caucasian (American)/men/id01182/00167_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Caucasian (American)/men/id01182/00167_fake.mp4,1,0,1,1,FAKE,train
id04537__00083_fake__5c24832823,id04537,fake.mp4,-,rtvc,B,RealVideo-FakeAudio,Asian (South),men,00083_fake.mp4,RealVideo-FakeAudio/Asian (South)/men/id04537,RealVideo-FakeAudio/Asian (South)/men/id04537/00083_fake.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-FakeAudio/Asian (South)/men/id04537/00083_fake.mp4,1,0,1,1,FAKE,train
id06428__00043_id00747_wavtolip__eaf62fd8a7,id06428,id00747,-,wav2lip,D,FakeVideo-FakeAudio,Asian (South),women,00043_id00747_wavtolip.mp4,FakeVideo-FakeAudio/Asian (South)/women/id06428,FakeVideo-FakeAudio/Asian (South)/women/id06428/00043_id00747_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Asian (South)/women/id06428/00043_id00747_wavtolip.mp4,1,1,1,1,FAKE,val
id01210__00283_id00696_7pruracjhqu_id00184_wavtolip__b325418d82,id01210,id00696,id00184,fsgan-wav2lip,D,FakeVideo-FakeAudio,Caucasian (American),men,00283_id00696_7PrURACjhqU_id00184_wavtolip.mp4,FakeVideo-FakeAudio/Caucasian (American)/men/id01210,FakeVideo-FakeAudio/Caucasian (American)/men/id01210/00283_id00696_7PrURACjhqU_id00184_wavtolip.mp4,/Users/jeevikakiran/Documents/USC/Multimodal/Project/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-FakeAudio/Caucasian (American)/men/id01210/00283_id00696_7PrURACjhqU_id00184_wavtolip.mp4,1,1,1,1,FAKE,val
